Price,Close,High,Low,Open,Volume
Ticker,CVS,CVS,CVS,CVS,CVS
Date,,,,,
1973-02-21,0.6215473413467407,0.6215473413467407,0.6215473413467407,0.6215473413467407,420800
1973-02-22,0.6335001587867737,0.6335001587867737,0.6335001587867737,0.6335001587867737,92800
1973-02-23,0.6514291763305664,0.6514291763305664,0.6514291763305664,0.6514291763305664,400000
1973-02-26,0.639476478099823,0.639476478099823,0.639476478099823,0.639476478099823,187200
1973-02-27,0.5916650891304016,0.5916650891304016,0.5916650891304016,0.5916650891304016,657600
1973-02-28,0.6335001587867737,0.6335001587867737,0.6335001587867737,0.6335001587867737,235200
1973-03-01,0.6424645781517029,0.6424645781517029,0.6424645781517029,0.6424645781517029,235200
1973-03-02,0.6484413146972656,0.6484413146972656,0.6484413146972656,0.6484413146972656,128000
1973-03-05,0.6335001587867737,0.6335001587867737,0.6335001587867737,0.6335001587867737,244800
1973-03-06,0.6364883184432983,0.6364883184432983,0.6364883184432983,0.6364883184432983,235200
1973-03-07,0.6484413146972656,0.6484413146972656,0.6484413146972656,0.6484413146972656,478400
1973-03-08,0.6693583130836487,0.6693583130836487,0.6693583130836487,0.6693583130836487,299200
1973-03-09,0.6574056148529053,0.6574056148529053,0.6574056148529053,0.6574056148529053,726400
1973-03-12,0.6783231496810913,0.6783231496810913,0.6783231496810913,0.6783231496810913,166400
1973-03-13,0.6753345131874084,0.6753345131874084,0.6753345131874084,0.6753345131874084,115200
1973-03-14,0.6693583130836487,0.6693583130836487,0.6693583130836487,0.6693583130836487,36800
1973-03-15,0.6753345131874084,0.6753345131874084,0.6753345131874084,0.6753345131874084,80000
1973-03-16,0.684299647808075,0.684299647808075,0.684299647808075,0.684299647808075,86400
1973-03-19,0.6753345131874084,0.6753345131874084,0.6753345131874084,0.6753345131874084,67200
1973-03-20,0.6872878670692444,0.6872878670692444,0.6872878670692444,0.6872878670692444,72000
1973-03-21,0.6723469495773315,0.6723469495773315,0.6723469495773315,0.6723469495773315,62400
1973-03-22,0.6454533934593201,0.6454533934593201,0.6454533934593201,0.6454533934593201,516800
1973-03-23,0.6454533934593201,0.6454533934593201,0.6454533934593201,0.6454533934593201,89600
1973-03-26,0.6424645781517029,0.6424645781517029,0.6424645781517029,0.6424645781517029,75200
1973-03-27,0.6544178128242493,0.6544178128242493,0.6544178128242493,0.6544178128242493,168000
1973-03-28,0.6633818745613098,0.6633818745613098,0.6633818745613098,0.6633818745613098,148800
1973-03-29,0.6693583130836487,0.6693583130836487,0.6693583130836487,0.6693583130836487,217600
1973-03-30,0.6753345131874084,0.6753345131874084,0.6753345131874084,0.6753345131874084,222400
1973-04-02,0.6663707494735718,0.6663707494735718,0.6663707494735718,0.6663707494735718,193600
1973-04-03,0.6454533934593201,0.6454533934593201,0.6454533934593201,0.6454533934593201,307200
1973-04-04,0.6484413146972656,0.6484413146972656,0.6484413146972656,0.6484413146972656,112000
1973-04-05,0.6245357990264893,0.6245357990264893,0.6245357990264893,0.6245357990264893,507200
1973-04-06,0.6574056148529053,0.6574056148529053,0.6574056148529053,0.6574056148529053,336000
1973-04-09,0.6574056148529053,0.6574056148529053,0.6574056148529053,0.6574056148529053,121600
1973-04-10,0.6693583130836487,0.6693583130836487,0.6693583130836487,0.6693583130836487,145600
1973-04-11,0.684299647808075,0.684299647808075,0.684299647808075,0.684299647808075,94400
1973-04-12,0.6813112497329712,0.6813112497329712,0.6813112497329712,0.6813112497329712,91200
1973-04-13,0.6872878670692444,0.6872878670692444,0.6872878670692444,0.6872878670692444,49600
1973-04-16,0.6902764439582825,0.6902764439582825,0.6902764439582825,0.6902764439582825,137600
1973-04-17,0.684299647808075,0.684299647808075,0.684299647808075,0.684299647808075,220800
1973-04-18,0.6663707494735718,0.6663707494735718,0.6663707494735718,0.6663707494735718,691200
1973-04-19,0.6424645781517029,0.6424645781517029,0.6424645781517029,0.6424645781517029,360000
1973-04-23,0.6155704855918884,0.6155704855918884,0.6155704855918884,0.6155704855918884,176000
1973-04-24,0.5856882333755493,0.5856882333755493,0.5856882333755493,0.5856882333755493,2009600
1973-04-25,0.5797123908996582,0.5797123908996582,0.5797123908996582,0.5797123908996582,208000
1973-04-26,0.5976415276527405,0.5976415276527405,0.5976415276527405,0.5976415276527405,220800
1973-04-27,0.6095942854881287,0.6095942854881287,0.6095942854881287,0.6095942854881287,403200
1973-04-30,0.6066069006919861,0.6066069006919861,0.6066069006919861,0.6066069006919861,84800
1973-05-01,0.6335001587867737,0.6335001587867737,0.6335001587867737,0.6335001587867737,155200
1973-05-02,0.6335001587867737,0.6335001587867737,0.6335001587867737,0.6335001587867737,166400
1973-05-03,0.6544178128242493,0.6544178128242493,0.6245357292425833,0.633500171931319,476800
1973-05-04,0.6544178128242493,0.6544178128242493,0.6394765886476522,0.6544178128242493,108800
1973-05-07,0.6693583130836487,0.6693583130836487,0.6514290725546223,0.6544174616951263,406400
1973-05-08,0.6693583130836487,0.6723467022241526,0.6544174616951263,0.6693583130836487,128000
1973-05-09,0.6693583130836487,0.6813111401029995,0.6663702887144771,0.6693583130836487,134400
1973-05-10,0.6693583130836487,0.6693583130836487,0.6663702887144771,0.6693583130836487,123200
1973-05-11,0.6633818745613098,0.669358287845646,0.6633818745613098,0.669358287845646,134400
