Price,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,,
2004-08-19,2.4960412979125977,2.5885794726087816,2.3870849032398915,2.4875840518264756,893181924
2004-08-20,2.6943013668060303,2.7134564310410814,2.5000214643380914,2.5127084001322957,456686856
2004-08-23,2.721416711807251,2.822910065848003,2.7127101444585127,2.7549994567206504,365122512
2004-08-24,2.6087284088134766,2.7761434817264847,2.5763903751981405,2.7671880677899754,304946748
2004-08-25,2.636838912963867,2.6865905547937934,2.5841022911227562,2.6109680592123055,183772044
2004-08-26,2.6843507289886475,2.6853458802489496,2.603504583722365,2.6107183046228366,141897960
2004-08-27,2.6405694484710693,2.70201311037277,2.629127222756189,2.6890775651833776,124235640
2004-08-30,2.5375843048095703,2.6241520453267726,2.5375843048095703,2.618928389421838,103935960
2004-08-31,2.546539545059204,2.579872732023943,2.5413158890250633,2.544798089383923,98357544
2004-09-01,2.493802785873413,2.561465018525896,2.479374395047967,2.5547482802804304,182765052
2004-09-02,2.525146245956421,2.5465397510006262,2.461215525928621,2.467434333851163,302373324
2004-09-03,2.48783278465271,2.5308676914500796,2.470667785563511,2.5112156433261004,103048848
2004-09-07,2.5268874168395996,2.537335676563629,2.4778823153462435,2.5127083467772393,116950932
2004-09-08,2.5447981357574463,2.5629571011530925,2.500021536534052,2.5059917339640223,99712188
2004-09-09,2.545046329498291,2.554996657846981,2.5124599225205655,2.550519543333819,81234684
2004-09-10,2.6201720237731934,2.65076955219261,2.5199221920748625,2.5273854720985316,173977848
2004-09-13,2.674152135848999,2.696789398709943,2.648281283004338,2.6525097872911663,156882960
2004-09-14,2.773406982421875,2.7860939180729405,2.656490087536619,2.6729087815520587,216579204
2004-09-15,2.7860937118530273,2.841566938095945,2.7413171177421396,2.7502725313632017,214261524
2004-09-16,2.8350987434387207,2.880621640695709,2.777386842897592,2.794550891522882,185326488
2004-09-17,2.9226620197296143,2.9226620197296143,2.824651812160802,2.8462929779060286,189450360
2004-09-20,2.969180107116699,3.02490171322394,2.9047514594052477,2.909229522257028,212575212
2004-09-21,2.931368827819824,2.9955488647998187,2.923159954494457,2.9803739316640603,144575280
2004-09-22,2.944801092147827,2.976891702824503,2.9057463177051592,2.920423319504176,151624224
2004-09-23,3.0054991245269775,3.050524095721555,2.9109699344468556,2.956244463727073,170713116
2004-09-24,2.9808716773986816,3.0870916997927424,2.979130221803742,3.0084839868585096,182469348
2004-09-27,2.9418158531188965,3.006990798146139,2.930373390597177,2.974154834052931,141322536
